state,area,year,quarter,medianAcreage,nominalPrice,nominalPercent,nominalGrowth,realPrice,realPercent,annualVolume,qtrVolume
Texas,North Central Plains (LMA 12),2014,0,200,1575,-8.36,10.41,278,-10.03,172,null
Texas,North Central Plains (LMA 12),2015,0,200,1500,-4.76,7.38,262,-5.66,216,null
Texas,North Central Plains (LMA 12),2016,0,200,1705,13.66,6.4,295,12.49,197,null
Texas,North Central Plains (LMA 12),2017,0,202,1650,-3.22,1.8,280,-5.01,276,null
Texas,North Central Plains (LMA 12),2018,0,202,1798,8.96,0.9,298,6.4,222,null
Texas,North Central Plains (LMA 12),2019,0,206,2053,14.2,5.45,335,12.2,248,null
Texas,North Central Plains (LMA 12),2020,0,217,1926,-6.19,5.13,310,-7.3,374,null
Texas,Crosstimbers (LMA 13),1971,0,105,162,7.67,5.26,130,2.48,314,null
Texas,Crosstimbers (LMA 13),1972,0,118,183,13.31,6.75,141,8.63,308,null
Texas,Crosstimbers (LMA 13),1973,0,158,250,36.61,13.37,183,29.5,252,null
Texas,Crosstimbers (LMA 13),1974,0,160,300,20,15.57,201,10.07,209,null
Texas,Crosstimbers (LMA 13),1975,0,160,302,0.67,15.02,185,-7.83,127,null
Texas,Crosstimbers (LMA 13),1976,0,149,322,6.79,14.83,187,1.2,170,null
Texas,Crosstimbers (LMA 13),1977,0,160,374,15.97,15.37,205,9.2,168,null
Texas,Crosstimbers (LMA 13),1978,0,141,395,5.62,9.58,202,-1.3,144,null
Texas,Crosstimbers (LMA 13),1979,0,162,450,13.92,8.45,212,5.16,141,null
Texas,Crosstimbers (LMA 13),1980,0,160,460,2.22,8.78,199,-6.26,120,null
Texas,Crosstimbers (LMA 13),1981,0,139,567,23.26,11.95,224,12.61,125,null
Texas,Crosstimbers (LMA 13),1982,0,138,604,6.44,10.04,225,0.25,118,null
Texas,Crosstimbers (LMA 13),1983,0,166,650,7.71,10.47,233,3.67,144,null
Texas,Crosstimbers (LMA 13),1984,0,189,657,1.08,7.86,227,-2.45,136,null
Texas,Crosstimbers (LMA 13),1985,0,160,650,-1.07,7.16,218,-4.1,148,null
Texas,Crosstimbers (LMA 13),1986,0,163,602,-7.38,1.21,198,-9.22,127,null
Texas,Crosstimbers (LMA 13),1987,0,167,525,-12.79,-2.75,168,-14.89,130,null
Texas,Crosstimbers (LMA 13),1988,0,163,469,-10.74,-6.33,145,-13.78,88,null
Texas,Crosstimbers (LMA 13),1989,0,167,425,-9.31,-8.34,127,-12.73,124,null
Texas,Crosstimbers (LMA 13),1990,0,161,450,5.88,-7.09,129,2.05,149,null
Texas,Crosstimbers (LMA 13),1991,0,167,395,-12.12,-8.06,110,-14.99,91,null
Texas,Crosstimbers (LMA 13),1992,0,166,427,7.88,-4.07,116,5.48,103,null
Texas,Crosstimbers (LMA 13),1993,0,208,445,4.31,-1.03,118,1.89,98,null
Texas,Crosstimbers (LMA 13),1994,0,160,501,12.58,3.35,130,10.23,151,null
Texas,Crosstimbers (LMA 13),1995,0,176,550,9.78,4.1,140,7.52,118,null
Texas,Crosstimbers (LMA 13),1996,0,163,500,-9.09,4.8,125,-10.72,142,null
Texas,Crosstimbers (LMA 13),1997,0,165,575,15,6.15,141,13.05,185,null
Texas,Crosstimbers (LMA 13),1998,0,181,530,-7.83,3.56,129,-8.85,138,null
Texas,Crosstimbers (LMA 13),1999,0,160,694,30.94,6.73,166,29.08,189,null
Texas,Crosstimbers (LMA 13),2000,0,153,772,11.24,7.02,181,8.81,223,null
Texas,Crosstimbers (LMA 13),2001,0,127,898,16.33,12.43,206,13.82,171,null
Texas,Crosstimbers (LMA 13),2002,0,154,884,-1.51,8.99,200,-3.05,242,null
Texas,Crosstimbers (LMA 13),2003,0,142,986,11.51,13.22,219,9.48,357,null
Texas,Crosstimbers (LMA 13),2004,0,162,1065,7.99,8.94,230,5.16,378,null
Texas,Crosstimbers (LMA 13),2005,0,168,1417,33.08,12.92,297,29.06,417,null
Texas,Crosstimbers (LMA 13),2006,0,160,1700,19.95,13.61,345,16.42,424,null
Texas,Crosstimbers (LMA 13),2007,0,160,2012,18.36,17.87,398,15.26,292,null
Texas,Crosstimbers (LMA 13),2008,0,143,2278,13.22,18.23,442,11.05,266,null
Texas,Crosstimbers (LMA 13),2009,0,154,2226,-2.28,15.89,429,-3.02,182,null
Texas,Crosstimbers (LMA 13),2010,0,141,2214,-0.53,9.33,421,-1.67,174,null
Texas,Crosstimbers (LMA 13),2011,0,154,2141,-3.29,4.72,399,-5.27,199,null
Texas,Crosstimbers (LMA 13),2012,0,135,2268,5.89,2.42,415,3.9,246,null
Texas,Crosstimbers (LMA 13),2013,0,144,2352,3.73,0.64,423,1.94,328,null
Texas,Crosstimbers (LMA 13),2014,0,150,2414,2.64,1.64,426,0.78,264,null
Texas,Crosstimbers (LMA 13),2015,0,111,2554,5.8,2.9,447,4.79,370,null
Texas,Crosstimbers (LMA 13),2016,0,139,2580,1.01,3.8,446,-0.04,320,null
Texas,Crosstimbers (LMA 13),2017,0,101,2700,4.65,3.55,459,2.72,427,null
Texas,Crosstimbers (LMA 13),2018,0,123,2995,10.93,4.95,497,8.32,449,null
Texas,Crosstimbers (LMA 13),2019,0,132,3100,3.51,5.13,505,1.69,512,null
Texas,Crosstimbers (LMA 13),2020,0,123,3350,8.06,5.57,539,6.78,631,null
Texas,Hill Country - North (LMA 14),1971,0,234,160,11.5,8.38,129,6.13,151,null
Texas,Hill Country - North (LMA 14),1972,0,204,190,19.06,10.43,147,14.14,212,null
Texas,Hill Country - North (LMA 14),1973,0,228,262,37.27,16.76,191,30.13,136,null
Texas,Hill Country - North (LMA 14),1974,0,242,313,19.69,17.97,210,9.78,111,null
Texas,Hill Country - North (LMA 14),1975,0,166,350,11.82,19.52,215,2.39,106,null
Texas,Hill Country - North (LMA 14),1976,0,197,350,0,16.95,203,-5.23,113,null
Texas,Hill Country - North (LMA 14),1977,0,201,350,0,12.94,191,-5.84,128,null
Texas,Hill Country - North (LMA 14),1978,0,200,390,11.29,8.29,199,3.99,114,null
Texas,Hill Country - North (LMA 14),1979,0,197,425,9.11,6.31,201,0.72,129,null
Texas,Hill Country - North (LMA 14),1980,0,220,485,14.12,6.74,210,4.65,109,null
Texas,Hill Country - North (LMA 14),1981,0,224,554,14.23,9.62,219,4.35,184,null
Texas,Hill Country - North (LMA 14),1982,0,193,650,17.33,13.18,242,10.5,161,null
Texas,Hill Country - North (LMA 14),1983,0,203,650,0,10.79,233,-3.75,197,null
Texas,Hill Country - North (LMA 14),1984,0,201,836,28.62,14.49,289,24.12,207,null
Texas,Hill Country - North (LMA 14),1985,0,202,900,7.66,13.16,302,4.35,192,null
Texas,Hill Country - North (LMA 14),1986,0,189,708,-21.33,5.03,233,-22.89,119,null
Texas,Hill Country - North (LMA 14),1987,0,165,651,-8.05,0.03,209,-10.26,75,null
Texas,Hill Country - North (LMA 14),1988,0,175,591,-9.22,-1.89,183,-12.31,128,null
Texas,Hill Country - North (LMA 14),1989,0,190,532,-10.05,-8.66,158,-13.45,121,null
Texas,Hill Country - North (LMA 14),1990,0,213,500,-5.94,-11.09,144,-9.34,151,null
Texas,Hill Country - North (LMA 14),1991,0,217,450,-10,-8.67,125,-12.94,127,null
Texas,Hill Country - North (LMA 14),1992,0,221,500,11.11,-5.14,136,8.64,152,null
Texas,Hill Country - North (LMA 14),1993,0,210,496,-0.7,-3.42,132,-3,128,null
Texas,Hill Country - North (LMA 14),1994,0,205,531,6.95,-0.02,138,4.71,187,null
Texas,Hill Country - North (LMA 14),1995,0,170,603,13.56,3.82,154,11.22,193,null
Texas,Hill Country - North (LMA 14),1996,0,179,650,7.79,7.63,162,5.86,179,null
Texas,Hill Country - North (LMA 14),1997,0,183,700,7.69,6.96,172,5.87,173,null
Texas,Hill Country - North (LMA 14),1998,0,208,699,-0.14,7.08,170,-1.25,127,null
Texas,Hill Country - North (LMA 14),1999,0,170,800,14.45,8.54,192,12.82,226,null
Texas,Hill Country - North (LMA 14),2000,0,210,917,14.62,8.75,215,12.12,234,null
Texas,Hill Country - North (LMA 14),2001,0,159,1075,17.19,10.58,246,14.67,198,null
Texas,Hill Country - North (LMA 14),2002,0,190,1176,9.38,10.92,265,7.68,206,null
Texas,Hill Country - North (LMA 14),2003,0,200,1235,5.06,12.06,274,3.15,251,null
Texas,Hill Country - North (LMA 14),2004,0,180,1389,12.47,11.67,300,9.52,267,null
Texas,Hill Country - North (LMA 14),2005,0,185,1675,20.59,12.81,351,16.95,303,null
Texas,Hill Country - North (LMA 14),2006,0,168,2146,28.1,14.83,436,24.33,228,null
Texas,Hill Country - North (LMA 14),2007,0,155,2700,25.83,18.09,534,22.54,208,null
Texas,Hill Country - North (LMA 14),2008,0,169,2851,5.6,18.21,553,3.57,140,null
Texas,Hill Country - North (LMA 14),2009,0,153,2625,-7.93,13.58,505,-8.62,95,null
Texas,Hill Country - North (LMA 14),2010,0,129,2600,-0.95,9.19,495,-2.09,105,null
Texas,Hill Country - North (LMA 14),2011,0,148,2748,5.7,5.07,512,3.54,105,null
Texas,Hill Country - North (LMA 14),2012,0,147,2500,-9.03,-1.53,457,-10.75,110,null
Texas,Hill Country - North (LMA 14),2013,0,160,2720,8.8,-0.94,489,6.93,107,null
Texas,Hill Country - North (LMA 14),2014,0,134,2950,8.46,2.36,521,6.49,184,null
Texas,Hill Country - North (LMA 14),2015,0,150,2866,-2.84,1.97,501,-3.76,196,null
Texas,Hill Country - North (LMA 14),2016,0,149,3207,11.91,3.14,555,10.74,211,null
Texas,Hill Country - North (LMA 14),2017,0,150,3182,-0.79,4.94,540,-2.62,230,null
Texas,Hill Country - North (LMA 14),2018,0,136,3411,7.21,4.63,566,4.69,249,null
Texas,Hill Country - North (LMA 14),2019,0,143,3800,11.39,5.19,619,9.44,245,null
Texas,Hill Country - North (LMA 14),2020,0,146,3778,-0.57,5.68,608,-1.75,375,null
Texas,Hill Country - West (LMA 15),1971,0,262,200,5.26,16.3,161,0.19,24,null
Texas,Hill Country - West (LMA 15),1972,0,822,186,-7,7.43,143,-10.84,49,null
Texas,Hill Country - West (LMA 15),1973,0,362,316,69.62,18.68,230,60.8,38,null
Texas,Hill Country - West (LMA 15),1974,0,486,375,18.86,24.57,251,9.02,23,null
Texas,Hill Country - West (LMA 15),1975,0,458,324,-13.6,11.26,199,-20.89,null,null
Texas,Hill Country - West (LMA 15),1976,0,600,410,26.54,15.44,238,19.92,20,null
Texas,Hill Country - West (LMA 15),1977,0,308,400,-2.44,16.55,219,-8.13,20,null
Texas,Hill Country - West (LMA 15),1978,0,300,380,-5,3.79,194,-11.22,28,null
Texas,Hill Country - West (LMA 15),1979,0,368,532,40.13,7.26,251,29.35,40,null
Texas,Hill Country - West (LMA 15),1980,0,400,585,9.86,12.54,253,0.74,33,null
Texas,Hill Country - West (LMA 15),1981,0,363,644,10.09,9.45,255,0.57,49,null
Texas,Hill Country - West (LMA 15),1982,0,333,770,19.57,14,287,12.61,35,null
Texas,Hill Country - West (LMA 15),1983,0,184,744,-3.44,14.37,266,-7.06,38,null
Texas,Hill Country - West (LMA 15),1984,0,428,700,-5.85,5.62,242,-9.14,69,null
Texas,Hill Country - West (LMA 15),1985,0,338,802,14.5,6.5,269,10.99,36,null
Texas,Hill Country - West (LMA 15),1986,0,283,610,-23.83,-1.06,201,-25.34,26,null
Texas,Hill Country - West (LMA 15),1987,0,262,590,-3.36,-5.19,189,-5.68,38,null
Texas,Hill Country - West (LMA 15),1988,0,394,450,-23.73,-9.55,139,-26.33,41,null
Texas,Hill Country - West (LMA 15),1989,0,242,527,17.19,-5.51,157,12.76,43,null
Texas,Hill Country - West (LMA 15),1990,0,305,464,-12,-10.35,133,-15.18,51,null
Texas,Hill Country - West (LMA 15),1991,0,300,435,-6.26,-6.55,121,-9.32,60,null
Texas,Hill Country - West (LMA 15),1992,0,280,510,17.17,-2.88,139,14.56,44,null
Texas,Hill Country - West (LMA 15),1993,0,250,439,-13.88,-0.49,117,-15.87,63,null
Texas,Hill Country - West (LMA 15),1994,0,320,500,13.9,-1.06,130,11.52,35,null
Texas,Hill Country - West (LMA 15),1995,0,307,575,15,4.38,146,12.64,43,null
Texas,Hill Country - West (LMA 15),1996,0,320,600,4.35,6.64,150,2.47,59,null
Texas,Hill Country - West (LMA 15),1997,0,320,552,-8,1.61,136,-9.56,48,null
Texas,Hill Country - West (LMA 15),1998,0,326,662,20.02,8.58,161,18.68,86,null
Texas,Hill Country - West (LMA 15),1999,0,386,700,5.66,6.96,168,4.16,39,null
Texas,Hill Country - West (LMA 15),2000,0,262,752,7.43,5.51,176,5.08,23,null
Texas,Hill Country - West (LMA 15),2001,0,301,660,-12.24,1.92,151,-14.13,25,null
Texas,Hill Country - West (LMA 15),2002,0,214,950,43.96,11.47,214,41.72,50,null
Texas,Hill Country - West (LMA 15),2003,0,260,1037,9.21,9.39,230,7.23,66,null
Texas,Hill Country - West (LMA 15),2004,0,322,1350,30.12,14.04,291,26.71,91,null
Texas,Hill Country - West (LMA 15),2005,0,247,1502,11.26,14.84,314,7.9,103,null
Texas,Hill Country - West (LMA 15),2006,0,286,1810,20.49,22.36,368,16.95,118,null
Texas,Hill Country - West (LMA 15),2007,0,160,2252,24.43,18.84,445,21.18,98,null
Texas,Hill Country - West (LMA 15),2008,0,100,2528,12.25,19.5,490,10.1,55,null
Texas,Hill Country - West (LMA 15),2009,0,171,2500,-1.09,13.12,481,-1.83,38,null
Texas,Hill Country - West (LMA 15),2010,0,127,2225,-11.01,8.18,424,-12.03,46,null
Texas,Hill Country - West (LMA 15),2011,0,171,2515,13.04,6.8,469,10.73,40,null
Texas,Hill Country - West (LMA 15),2012,0,142,2556,1.63,2.57,468,-0.28,30,null
Texas,Hill Country - West (LMA 15),2013,0,131,3107,21.56,4.22,559,19.47,49,null
Texas,Hill Country - West (LMA 15),2014,0,198,2517,-19.01,0.13,444,-20.48,76,null
Texas,Hill Country - West (LMA 15),2015,0,113,2975,18.2,5.98,520,17.08,62,null
Texas,Hill Country - West (LMA 15),2016,0,138,2941,-1.13,3.18,509,-2.15,86,null
Texas,Hill Country - West (LMA 15),2017,0,160,3290,11.85,5.17,559,9.79,94,null
Texas,Hill Country - West (LMA 15),2018,0,126,3595,9.28,2.96,596,6.71,93,null
Texas,Hill Country - West (LMA 15),2019,0,115,3795,5.57,8.56,618,3.72,93,null
Texas,Hill Country - West (LMA 15),2020,0,100,3831,0.95,5.19,617,-0.25,140,null
Texas,Highland Lakes (LMA 16),1971,0,218,250,3.09,7.39,201,-1.88,54,null
Texas,Highland Lakes (LMA 16),1972,0,284,300,20,11.45,231,15.04,76,null
Texas,Highland Lakes (LMA 16),1973,0,221,390,30,15.96,285,23.24,69,null
Texas,Highland Lakes (LMA 16),1974,0,213,510,30.77,20.35,341,19.94,75,null
Texas,Highland Lakes (LMA 16),1975,0,172,508,-0.39,15.94,311,-8.8,42,null
Texas,Highland Lakes (LMA 16),1976,0,199,518,1.97,15.69,301,-3.37,47,null
Texas,Highland Lakes (LMA 16),1977,0,160,590,13.9,14.48,323,7.25,92,null
Texas,Highland Lakes (LMA 16),1978,0,203,618,4.66,9.63,316,-2.2,58,null
Texas,Highland Lakes (LMA 16),1979,0,220,659,6.72,5.26,311,-1.49,75,null
Texas,Highland Lakes (LMA 16),1980,0,221,750,13.81,8.1,325,4.37,53,null
Texas,Highland Lakes (LMA 16),1981,0,216,850,13.33,10.41,336,3.54,59,null
Texas,Highland Lakes (LMA 16),1982,0,200,1000,17.65,11.13,372,10.8,77,null
Texas,Highland Lakes (LMA 16),1983,0,212,1248,24.8,15.11,447,20.12,95,null
Texas,Highland Lakes (LMA 16),1984,0,207,1450,16.19,17.08,502,12.13,147,null
Texas,Highland Lakes (LMA 16),1985,0,167,1800,24.14,19.14,603,20.33,83,null
Texas,Highland Lakes (LMA 16),1986,0,165,1300,-27.78,8.87,427,-29.21,35,null
Texas,Highland Lakes (LMA 16),1987,0,169,1009,-22.38,0.18,324,-24.25,46,null
Texas,Highland Lakes (LMA 16),1988,0,155,1010,0.15,-4.13,313,-3.26,58,null
Texas,Highland Lakes (LMA 16),1989,0,167,930,-7.97,-8.5,277,-11.44,62,null
Texas,Highland Lakes (LMA 16),1990,0,155,800,-13.98,-14.97,230,-17.09,52,null
Texas,Highland Lakes (LMA 16),1991,0,198,767,-4.16,-10.02,213,-7.29,79,null
Texas,Highland Lakes (LMA 16),1992,0,198,750,-2.18,-5.76,204,-4.35,95,null
Texas,Highland Lakes (LMA 16),1993,0,162,837,11.6,-3.7,222,9.01,109,null
Texas,Highland Lakes (LMA 16),1994,0,176,967,15.53,0.78,251,13.12,107,null
Texas,Highland Lakes (LMA 16),1995,0,188,900,-6.93,2.38,229,-8.84,100,null
Texas,Highland Lakes (LMA 16),1996,0,150,1192,32.44,9.23,298,30.06,89,null
Texas,Highland Lakes (LMA 16),1997,0,163,1150,-3.52,8.92,283,-5.16,93,null
Texas,Highland Lakes (LMA 16),1998,0,167,1538,33.7,12.93,374,32.21,54,null
Texas,Highland Lakes (LMA 16),1999,0,168,1550,0.81,9.9,371,-0.62,89,null
Texas,Highland Lakes (LMA 16),2000,0,168,2000,29.03,17.32,469,26.21,37,null
Texas,Highland Lakes (LMA 16),2001,0,118,2813,40.64,18.73,645,37.61,31,null
Texas,Highland Lakes (LMA 16),2002,0,116,2502,-11.03,16.82,565,-12.41,77,null
Texas,Highland Lakes (LMA 16),2003,0,135,2350,-6.09,8.86,521,-7.8,86,null
Texas,Highland Lakes (LMA 16),2004,0,122,2817,19.88,12.69,608,16.74,140,null
Texas,Highland Lakes (LMA 16),2005,0,145,2900,2.94,7.71,607,-0.17,152,null
Texas,Highland Lakes (LMA 16),2006,0,120,3600,24.14,5.06,731,20.49,169,null
Texas,Highland Lakes (LMA 16),2007,0,109,4700,30.56,13.43,930,27.14,159,null
Texas,Highland Lakes (LMA 16),2008,0,119,4250,-9.57,12.58,825,-11.31,97,null
Texas,Highland Lakes (LMA 16),2009,0,147,3748,-11.81,5.88,722,-12.47,54,null
Texas,Highland Lakes (LMA 16),2010,0,144,4081,8.88,7.07,777,7.63,72,null
Texas,Highland Lakes (LMA 16),2011,0,149,4173,2.26,3,778,0.17,71,null
Texas,Highland Lakes (LMA 16),2012,0,124,4000,-4.15,-3.17,732,-5.96,92,null
Texas,Highland Lakes (LMA 16),2013,0,112,5166,29.14,3.98,929,26.92,134,null
Texas,Highland Lakes (LMA 16),2014,0,105,5196,0.58,6.75,917,-1.24,163,null
Texas,Highland Lakes (LMA 16),2015,0,138,5680,9.32,6.84,993,8.28,217,null
Texas,Highland Lakes (LMA 16),2016,0,109,5754,1.3,6.63,996,0.25,200,null
Texas,Highland Lakes (LMA 16),2017,0,117,6484,12.68,10.14,1101,10.6,174,null
Texas,Highland Lakes (LMA 16),2018,0,102,6542,0.9,4.84,1085,-1.46,170,null
Texas,Highland Lakes (LMA 16),2019,0,110,6363,-2.74,4.14,1037,-4.44,160,null
Texas,Highland Lakes (LMA 16),2020,0,102,7471,17.41,5.63,1203,16.02,262,null
Texas,Hill Country - South (LMA 17),1971,0,236,330,2.65,12.36,265,-2.3,40,null
Texas,Hill Country - South (LMA 17),1972,0,226,375,13.81,11.98,289,9.11,45,null
Texas,Hill Country - South (LMA 17),1973,0,416,500,33.33,19.52,365,26.4,36,null
Texas,Hill Country - South (LMA 17),1974,0,348,512,2.5,16.68,343,-5.99,20,null
Texas,Hill Country - South (LMA 17),1975,0,700,500,-2.44,9.27,307,-10.67,null,null
Texas,Hill Country - South (LMA 17),1976,0,176,860,72,21.15,500,63,22,null
Texas,Hill Country - South (LMA 17),1977,0,684,690,-19.77,12.97,377,-24.45,null,null
Texas,Hill Country - South (LMA 17),1978,0,218,725,5.07,7.71,371,-1.81,43,null
Texas,Hill Country - South (LMA 17),1979,0,474,800,10.34,9.31,378,1.86,32,null
Texas,Hill Country - South (LMA 17),1980,0,494,1158,44.69,18.28,501,32.68,null,null
Texas,Hill Country - South (LMA 17),1981,0,400,1100,-4.97,5.05,435,-13.18,25,null
Texas,Hill Country - South (LMA 17),1982,0,303,1818,65.27,21.38,677,55.66,20,null
Texas,Hill Country - South (LMA 17),1983,0,332,1602,-11.85,17.19,574,-15.16,24,null
Texas,Hill Country - South (LMA 17),1984,0,225,2300,43.53,23.52,796,38.51,23,null
Texas,Hill Country - South (LMA 17),1985,0,232,2717,18.13,18.61,911,14.5,21,null
Texas,Hill Country - South (LMA 17),1986,0,254,2000,-26.39,12.7,657,-27.85,null,null
Texas,Hill Country - South (LMA 17),1987,0,246,1706,-14.72,-1.27,547,-16.78,null,null
Texas,Hill Country - South (LMA 17),1988,0,200,1934,13.37,3.83,599,9.51,null,null
Texas,Hill Country - South (LMA 17),1989,0,155,1835,-5.07,-4.41,547,-8.66,null,null
Texas,Hill Country - South (LMA 17),1990,0,158,1168,-36.38,-15.54,336,-38.68,22,null
Texas,Hill Country - South (LMA 17),1991,0,266,900,-22.93,-14.76,250,-25.45,null,null
Texas,Hill Country - South (LMA 17),1992,0,273,1077,19.68,-8.78,293,17.02,22,null
Texas,Hill Country - South (LMA 17),1993,0,239,1315,22.08,-7.42,349,19.25,36,null
Texas,Hill Country - South (LMA 17),1994,0,341,1329,1.06,-6.25,345,-1.05,27,null
Texas,Hill Country - South (LMA 17),1995,0,211,1846,38.86,9.59,470,36.01,30,null
Texas,Hill Country - South (LMA 17),1996,0,279,1822,-1.27,15.15,455,-3.05,30,null
Texas,Hill Country - South (LMA 17),1997,0,404,1826,0.22,11.13,449,-1.48,null,null
Texas,Hill Country - South (LMA 17),1998,0,285,1506,-17.55,2.74,366,-18.47,24,null
Texas,Hill Country - South (LMA 17),1999,0,191,3298,119.06,19.93,790,115.95,21,null
Texas,Hill Country - South (LMA 17),2000,0,154,1809,-45.15,-0.4,424,-46.35,null,null
Texas,Hill Country - South (LMA 17),2001,0,103,3000,65.84,10.49,688,62.27,48,null
Texas,Hill Country - South (LMA 17),2002,0,113,2920,-2.68,9.84,659,-4.19,84,null
Texas,Hill Country - South (LMA 17),2003,0,167,3521,20.6,18.52,780,18.41,80,null
Texas,Hill Country - South (LMA 17),2004,0,151,4169,18.39,4.8,900,15.29,103,null
Texas,Hill Country - South (LMA 17),2005,0,139,4829,15.84,21.7,1011,12.34,107,null
Texas,Hill Country - South (LMA 17),2006,0,120,5588,15.71,13.25,1135,12.31,70,null
Texas,Hill Country - South (LMA 17),2007,0,184,6570,17.58,17.61,1300,14.5,73,null
Texas,Hill Country - South (LMA 17),2008,0,187,7513,14.36,16.37,1458,12.17,37,null
Texas,Hill Country - South (LMA 17),2009,0,189,6979,-7.11,10.85,1344,-7.81,35,null
Texas,Hill Country - South (LMA 17),2010,0,155,7208,3.28,8.34,1372,2.1,55,null
Texas,Hill Country - South (LMA 17),2011,0,189,5418,-24.83,-0.61,1010,-26.37,43,null
Texas,Hill Country - South (LMA 17),2012,0,201,6549,20.88,-0.06,1198,18.6,58,null
Texas,Hill Country - South (LMA 17),2013,0,120,7253,10.75,-0.7,1304,8.84,113,null
Texas,Hill Country - South (LMA 17),2014,0,150,7500,3.4,1.45,1324,1.52,85,null
Texas,Hill Country - South (LMA 17),2015,0,100,8000,6.67,2.11,1399,5.66,109,null
Texas,Hill Country - South (LMA 17),2016,0,122,7452,-6.85,6.58,1290,-7.82,132,null
Texas,Hill Country - South (LMA 17),2017,0,113,8765,17.62,6,1489,15.45,144,null
Texas,Hill Country - South (LMA 17),2018,0,115,8406,-4.09,2.99,1394,-6.34,156,null
Texas,Hill Country - South (LMA 17),2019,0,123,9951,18.38,5.82,1622,16.3,153,null
Texas,Hill Country - South (LMA 17),2020,0,105,10561,6.13,5.71,1701,4.87,199,null
Texas,San Antonio (LMA 18),1971,0,100,300,40.85,14.72,241,34.06,150,null
Texas,San Antonio (LMA 18),1972,0,128,250,-16.5,7.44,193,-19.95,94,null
Texas,San Antonio (LMA 18),1973,0,141,404,61.08,15.07,295,52.7,130,null
Texas,San Antonio (LMA 18),1974,0,112,500,23.92,20.11,335,13.66,177,null
Texas,San Antonio (LMA 18),1975,0,132,500,0,18.61,307,-8.44,133,null
Texas,San Antonio (LMA 18),1976,0,103,550,10,12.89,320,4.25,119,null
Texas,San Antonio (LMA 18),1977,0,104,630,14.55,20.26,345,7.86,121,null
Texas,San Antonio (LMA 18),1978,0,124,690,9.44,11.31,353,2.27,146,null
Texas,San Antonio (LMA 18),1979,0,107,699,1.38,6.93,330,-6.42,133,null
Texas,San Antonio (LMA 18),1980,0,107,815,16.6,10.26,353,6.92,89,null
Texas,San Antonio (LMA 18),1981,0,96,956,17.3,11.69,378,7.16,56,null
Texas,San Antonio (LMA 18),1982,0,121,1000,4.6,9.68,372,-1.48,79,null
Texas,San Antonio (LMA 18),1983,0,105,1500,50,16.82,538,44.38,105,null
Texas,San Antonio (LMA 18),1984,0,100,1452,-3.23,15.74,502,-6.61,136,null
Texas,San Antonio (LMA 18),1985,0,122,1500,3.34,12.98,503,0.17,135,null
Texas,San Antonio (LMA 18),1986,0,98,1250,-16.67,5.51,411,-18.32,95,null
Texas,San Antonio (LMA 18),1987,0,102,1000,-20,0,321,-21.92,81,null
Texas,San Antonio (LMA 18),1988,0,131,800,-20,-11.81,248,-22.72,75,null
Texas,San Antonio (LMA 18),1989,0,139,787,-1.59,-11.52,235,-5.31,62,null
Texas,San Antonio (LMA 18),1990,0,114,810,2.88,-11.59,233,-0.84,96,null
Texas,San Antonio (LMA 18),1991,0,120,698,-13.89,-11.01,194,-16.7,102,null
Texas,San Antonio (LMA 18),1992,0,115,714,2.44,-6.5,194,0.16,114,null
Texas,San Antonio (LMA 18),1993,0,121,772,8.12,-0.7,205,5.61,156,null
Texas,San Antonio (LMA 18),1994,0,109,890,15.28,2.49,231,12.87,190,null
Texas,San Antonio (LMA 18),1995,0,117,800,-10.16,-0.25,204,-12.01,155,null
Texas,San Antonio (LMA 18),1996,0,110,878,9.75,4.71,219,7.78,138,null
Texas,San Antonio (LMA 18),1997,0,139,900,2.51,4.72,221,0.77,98,null
Texas,San Antonio (LMA 18),1998,0,111,848,-5.78,1.88,206,-6.83,93,null
Texas,San Antonio (LMA 18),1999,0,115,853,0.59,-0.86,204,-0.84,127,null
Texas,San Antonio (LMA 18),2000,0,156,800,-6.21,0,187,-8.26,128,null
Texas,San Antonio (LMA 18),2001,0,121,1024,28.01,3.13,235,25.25,109,null
Texas,San Antonio (LMA 18),2002,0,109,1150,12.3,5.02,260,10.55,200,null
Texas,San Antonio (LMA 18),2003,0,102,1437,24.97,11.13,319,22.7,221,null
Texas,San Antonio (LMA 18),2004,0,110,1550,7.85,12.69,334,5.02,243,null
Texas,San Antonio (LMA 18),2005,0,100,2090,34.81,21.17,437,30.74,191,null
Texas,San Antonio (LMA 18),2006,0,106,2574,23.17,20.24,523,19.55,161,null
Texas,San Antonio (LMA 18),2007,0,110,2882,11.97,20.17,570,9.04,160,null
Texas,San Antonio (LMA 18),2008,0,106,3000,4.1,15.86,582,2.11,136,null
Texas,San Antonio (LMA 18),2009,0,110,3338,11.26,16.58,643,10.42,61,null
Texas,San Antonio (LMA 18),2010,0,96,3292,-1.38,9.52,627,-2.51,98,null
Texas,San Antonio (LMA 18),2011,0,112,3350,1.76,5.41,625,-0.32,84,null
Texas,San Antonio (LMA 18),2012,0,123,3790,13.13,5.63,693,11,71,null
Texas,San Antonio (LMA 18),2013,0,93,4000,5.54,5.92,719,3.72,126,null
Texas,San Antonio (LMA 18),2014,0,90,4505,12.64,6.18,795,10.59,103,null
Texas,San Antonio (LMA 18),2015,0,92,4536,0.67,6.62,793,-0.28,97,null
Texas,San Antonio (LMA 18),2016,0,100,4554,0.39,6.33,788,-0.65,133,null
